customer_id,last_tx_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,location
C1009022,2016-10-13,19,4,12576.27,4,5,5,455,Champions,LUCKNOW
C1012292,2016-09-17,45,3,12557.89,2,4,5,245,At Risk,SURAT
C1028294,2016-10-17,15,2,12555.8,4,3,5,435,Loyal Customers,THANE
C1010597,2016-09-13,49,1,12532.25,2,1,5,215,Low Value / Casual,MUMBAI
C1023199,2016-10-25,7,3,12530.25,5,4,5,545,Champions,KOLKATA
C1043989,2016-10-06,26,3,12497.62,3,4,5,345,Loyal Customers,BANGALORE
C1039606,2016-10-13,19,3,12472.87,4,4,5,445,Champions,NEW DELHI
C1047738,2016-10-30,2,5,12461.71,5,5,5,555,Champions,PUNE
C1013480,2016-10-04,28,3,12459.17,3,4,5,345,Loyal Customers,KOLKATA
C1001809,2016-09-06,56,1,12439.55,1,1,5,115,Low Value / Casual,THANE
C1044025,2016-10-12,20,3,12430.78,3,4,5,345,Loyal Customers,NEW DELHI
C1024061,2016-09-24,38,4,12411.59,2,5,5,255,At Risk,GURGAON
C1008903,2016-10-19,13,3,12396.22,4,4,5,445,Champions,CHENNAI
C1022854,2016-10-24,8,3,12363.3,5,4,5,545,Champions,JAIPUR
C1036295,2016-10-23,9,4,12345.97,4,5,5,455,Champions,NEW DELHI
C1017233,2016-10-20,12,5,12341.78,4,5,5,455,Champions,GURGAON
C1049297,2016-09-25,37,1,12325.42,2,1,5,215,Low Value / Casual,NEW DELHI
C1022430,2016-10-27,5,5,12311.96,5,5,5,555,Champions,THANE
C1028656,2016-10-25,7,3,12299.34,5,4,5,545,Champions,GURGAON
C1000408,2016-10-01,31,3,12298.89,3,4,5,345,Loyal Customers,CHENNAI
C1004152,2016-10-23,9,1,12294.8,4,2,5,425,Big Spenders,GURGAON
C1006790,2016-08-10,83,1,12290.82,1,1,5,115,Low Value / Casual,BANGALORE
C1032637,2016-10-11,21,2,12287.97,3,3,5,335,Loyal Customers,NOIDA
C1016594,2016-10-16,16,3,12272.9,4,4,5,445,Champions,PUNE
C1047461,2016-10-21,11,5,12268.29,4,5,5,455,Champions,MUMBAI
C1038769,2016-10-28,4,3,12267.97,5,5,5,555,Champions,LUCKNOW
C1017829,2016-10-20,12,5,12213.52,4,5,5,455,Champions,NEW DELHI
C1045491,2016-10-16,16,3,12187.89,4,4,5,445,Champions,CHENNAI
C1049485,2016-10-20,12,3,12180.08,4,4,5,445,Champions,MUMBAI
C1008120,2016-09-11,51,2,12155.85,2,2,5,225,Low Value / Casual,THANE
C1014882,2016-10-11,21,4,12153.8,3,5,5,355,Loyal Customers,KOLKATA
C1004494,2016-10-22,10,2,12138.22,4,3,5,435,Loyal Customers,BANGALORE
C1011502,2016-09-27,35,3,12133.93,2,4,5,245,At Risk,NOIDA
C1035745,2016-10-12,20,4,12133.42,3,5,5,355,Loyal Customers,INDORE
C1028650,2016-10-11,21,2,12130.9,3,3,5,335,Loyal Customers,HYDERABAD
C1038492,2016-10-27,5,2,12128.27,5,3,5,535,Loyal Customers,HYDERABAD
C1035541,2016-09-24,38,2,12121.77,2,3,5,235,At Risk,THANE
C1024248,2016-10-21,11,6,12113.57,4,5,5,455,Champions,LUCKNOW
C1016379,2016-10-29,3,5,12108.91,5,5,5,555,Champions,NOIDA
C1029578,2016-10-14,18,6,12103.66,4,5,5,455,Champions,BANGALORE
C1009747,2016-09-12,50,5,12095.04,2,5,5,255,At Risk,BANGALORE
C1040944,2016-10-30,2,3,12093.46,5,5,5,555,Champions,HYDERABAD
C1020320,2016-10-26,6,4,12085.64,5,5,5,555,Champions,CHENNAI
C1014163,2016-10-25,7,1,12084.94,5,2,5,525,Big Spenders,MUMBAI
C1032418,2016-09-07,55,2,12051.27,1,2,5,125,Low Value / Casual,MUMBAI
C1002787,2016-10-05,27,3,12044.74,3,4,5,345,Loyal Customers,PUNE
C1045752,2016-09-27,35,2,12037.26,2,3,5,235,At Risk,GURGAON
C1038208,2016-10-26,6,3,12029.8,5,4,5,545,Champions,MUMBAI
C1017902,2016-10-14,18,4,12015.43,4,5,5,455,Champions,JAIPUR
C1003567,2016-10-18,14,4,12007.67,4,5,5,455,Champions,LUCKNOW
C1021359,2016-10-02,30,3,11999.93,3,4,5,345,Loyal Customers,HYDERABAD
C1028801,2016-10-31,1,3,11986.31,5,5,5,555,Champions,KOLKATA
C1045134,2016-10-02,30,3,11948.86,3,4,5,345,Loyal Customers,HYDERABAD
C1021805,2016-10-17,15,5,11947.89,4,5,5,455,Champions,INDORE
C1045603,2016-10-05,27,2,11946.24,3,3,5,335,Loyal Customers,HYDERABAD
C1039654,2016-09-23,39,3,11945.57,2,4,5,245,At Risk,PUNE
C1037903,2016-10-15,17,3,11945.44,4,4,5,445,Champions,THANE
C1008622,2016-09-25,37,4,11918.75,2,5,5,255,At Risk,NEW DELHI
C1023188,2016-10-13,19,6,11910.88,4,5,5,455,Champions,BANGALORE
C1039302,2016-10-17,15,4,11910.46,4,5,5,455,Champions,NEW DELHI
C1017736,2016-10-30,2,3,11894.89,5,5,5,555,Champions,BANGALORE
C1004677,2016-10-03,29,6,11871.96,3,5,5,355,Loyal Customers,NEW DELHI
C1006748,2016-10-12,20,2,11833.37,3,3,5,335,Loyal Customers,HYDERABAD
C1038363,2016-10-25,7,2,11831.91,5,3,5,535,Loyal Customers,AHMEDABAD
C1041319,2016-10-27,5,3,11830.99,5,5,5,555,Champions,GURGAON
C1007869,2016-10-06,26,1,11830.01,3,2,5,325,Big Spenders,HYDERABAD
C1031149,2016-10-18,14,5,11814.03,4,5,5,455,Champions,HYDERABAD
C1030936,2016-10-27,5,3,11807.87,5,5,5,555,Champions,MUMBAI
C1044872,2016-10-09,23,5,11792.18,3,5,5,355,Loyal Customers,AHMEDABAD
C1045425,2016-10-21,11,6,11792.14,4,5,5,455,Champions,SURAT
C1043070,2016-10-19,13,3,11783.94,4,4,5,445,Champions,THANE
C1015218,2016-10-17,15,2,11770.96,4,3,5,435,Loyal Customers,THANE
C1008181,2016-10-14,18,2,11769.51,4,3,5,435,Loyal Customers,BANGALORE
C1011778,2016-10-27,5,5,11743.53,5,5,5,555,Champions,MUMBAI
C1037418,2016-09-09,53,1,11740.82,2,1,5,215,Low Value / Casual,BANGALORE
C1006859,2016-09-26,36,3,11724.51,2,4,5,245,At Risk,BANGALORE
C1033372,2016-09-05,57,1,11669.58,1,1,5,115,Low Value / Casual,HYDERABAD
C1003064,2016-10-31,1,4,11661.58,5,5,5,555,Champions,BANGALORE
C1042687,2016-10-20,12,4,11656.24,4,5,5,455,Champions,SURAT
C1030696,2016-10-06,26,3,11647.53,3,4,5,345,Loyal Customers,NEW DELHI
C1022892,2016-10-28,4,3,11646.13,5,5,5,555,Champions,HYDERABAD
C1031396,2016-10-19,13,2,11637.17,4,3,5,435,Loyal Customers,PUNE
C1026411,2016-10-30,2,4,11619.83,5,5,5,555,Champions,CHENNAI
C1008350,2016-10-26,6,7,11608.22,5,5,5,555,Champions,KOLKATA
C1045814,2016-10-25,7,2,11602.77,5,3,5,535,Loyal Customers,CHENNAI
C1022551,2016-10-10,22,4,11600.14,3,5,5,355,Loyal Customers,BANGALORE
C1008021,2016-10-26,6,4,11554.81,5,5,5,555,Champions,MUMBAI
C1020066,2016-10-27,5,4,11554.56,5,5,5,555,Champions,NEW DELHI
C1024159,2016-09-05,57,3,11553.47,1,4,5,145,At Risk,PUNE
C1035222,2016-09-28,34,2,11505.28,2,3,5,235,At Risk,BANGALORE
C1039232,2016-10-11,21,2,11500.02,3,3,5,335,Loyal Customers,NEW DELHI
C1016058,2016-10-16,16,6,11491.43,4,5,5,455,Champions,SURAT
C1026398,2016-10-28,4,1,11487.67,5,2,5,525,Big Spenders,NOIDA
C1036013,2016-10-28,4,6,11483.77,5,5,5,555,Champions,BANGALORE
C1049578,2016-09-30,32,5,11483.45,3,5,5,355,Loyal Customers,BANGALORE
C1015045,2016-10-15,17,3,11449.27,4,4,5,445,Champions,BANGALORE
C1026023,2016-09-27,35,2,11396.63,2,3,5,235,At Risk,HYDERABAD
C1038886,2016-10-25,7,4,11385.1,5,5,5,555,Champions,CHENNAI
C1011363,2016-09-13,49,4,11380.94,2,5,5,255,At Risk,NEW DELHI
C1041142,2016-10-11,21,5,11374.05,3,5,5,355,Loyal Customers,NEW DELHI
C1048100,2016-10-30,2,4,11372.01,5,5,5,555,Champions,CHENNAI
C1049216,2016-10-21,11,3,11371.63,4,4,5,445,Champions,NOIDA
C1005900,2016-09-25,37,3,11368.06,2,4,5,245,At Risk,THANE
C1013238,2016-10-09,23,5,11348.67,3,5,5,355,Loyal Customers,MUMBAI
C1048044,2016-09-22,40,6,11336.71,2,5,5,255,At Risk,BANGALORE
C1009702,2016-08-07,86,1,11328.24,1,1,5,115,Low Value / Casual,PUNE
C1047237,2016-09-19,43,1,11326.31,2,1,5,215,Low Value / Casual,PUNE
C1016994,2016-08-23,70,2,11310.02,1,2,5,125,Low Value / Casual,AHMEDABAD
C1023155,2016-10-19,13,3,11299.25,4,4,5,445,Champions,MUMBAI
C1039668,2016-10-24,8,8,11298.37,5,5,5,555,Champions,PUNE
C1041591,2016-10-15,17,4,11294.01,4,5,5,455,Champions,LUCKNOW
C1027099,2016-10-23,9,5,11290.68,4,5,5,455,Champions,HYDERABAD
C1041846,2016-10-19,13,7,11282.72,4,5,5,455,Champions,KOLKATA
C1047727,2016-09-03,59,1,11281.52,1,1,5,115,Low Value / Casual,CHENNAI
C1044161,2016-08-28,65,2,11272.2,1,2,5,125,Low Value / Casual,BANGALORE
C1012918,2016-10-27,5,3,11262.89,5,5,5,555,Champions,MUMBAI
C1041744,2016-10-03,29,4,11230.88,3,5,5,355,Loyal Customers,PUNE
C1004490,2016-10-07,25,5,11221.62,3,5,5,355,Loyal Customers,PUNE
C1040110,2016-10-17,15,4,11189.64,4,5,5,455,Champions,MUMBAI
C1013420,2016-10-29,3,4,11186.09,5,5,5,555,Champions,MUMBAI
C1030742,2016-10-19,13,4,11144.89,4,5,5,455,Champions,NOIDA
C1043817,2016-09-24,38,1,11121.96,2,1,5,215,Low Value / Casual,PUNE
C1034244,2016-10-28,4,6,11090.81,5,5,5,555,Champions,MUMBAI
C1035751,2016-10-23,9,1,11090.8,4,2,5,425,Big Spenders,CHENNAI
C1016539,2016-10-24,8,3,11071.87,5,4,5,545,Champions,CHENNAI
C1001826,2016-10-15,17,3,11067.6,4,4,5,445,Champions,HYDERABAD
C1021683,2016-10-06,26,4,11064.28,3,5,5,355,Loyal Customers,GURGAON
C1042241,2016-09-24,38,1,11055.66,2,1,5,215,Low Value / Casual,MUMBAI
C1017855,2016-10-25,7,7,11045.32,5,5,5,555,Champions,MUMBAI
C1046657,2016-10-26,6,3,11041.0,5,4,5,545,Champions,CHENNAI
C1018879,2016-10-24,8,5,11037.39,5,5,5,555,Champions,PUNE
C1010778,2016-09-01,61,2,11009.33,1,2,5,125,Low Value / Casual,PUNE
C1000609,2016-10-16,16,5,11007.32,4,5,5,455,Champions,MUMBAI
C1002636,2016-10-16,16,7,11005.55,4,5,5,455,Champions,CHENNAI
C1023362,2016-09-16,46,4,11002.33,2,5,5,255,At Risk,PUNE
C1023172,2016-10-21,11,2,10988.48,4,3,5,435,Loyal Customers,PUNE
C1032028,2016-10-30,2,3,10985.34,5,5,5,555,Champions,MUMBAI
C1019015,2016-09-23,39,3,10977.72,2,4,5,245,At Risk,NEW DELHI
C1040762,2016-09-29,33,3,10966.23,3,4,5,345,Loyal Customers,JAIPUR
C1013954,2016-09-30,32,3,10963.71,3,4,5,345,Loyal Customers,KOLKATA
C1042617,2016-10-30,2,3,10960.46,5,5,5,555,Champions,INDORE
C1032534,2016-10-25,7,2,10947.1,5,3,5,535,Loyal Customers,PUNE
C1037833,2016-09-18,44,2,10946.89,2,3,5,235,At Risk,NEW DELHI
C1044884,2016-09-21,41,3,10938.82,2,4,5,245,At Risk,HYDERABAD
C1020449,2016-10-21,11,2,10933.59,4,3,5,435,Loyal Customers,GURGAON
C1002431,2016-10-17,15,4,10933.13,4,5,5,455,Champions,MUMBAI
C1016467,2016-10-31,1,5,10932.58,5,5,5,555,Champions,JAIPUR
C1023233,2016-10-29,3,5,10931.51,5,5,5,555,Champions,JAIPUR
C1045287,2016-10-11,21,4,10922.42,3,5,5,355,Loyal Customers,PUNE
C1043193,2016-08-07,86,1,10904.74,1,1,5,115,Low Value / Casual,HYDERABAD
C1043073,2016-09-29,33,2,10903.94,3,3,5,335,Loyal Customers,THANE
C1003802,2016-10-22,10,4,10891.61,4,5,5,455,Champions,MUMBAI
C1040914,2016-10-22,10,5,10886.68,4,5,5,455,Champions,NOIDA
C1011439,2016-10-01,31,4,10874.61,3,5,5,355,Loyal Customers,KOLKATA
C1035231,2016-09-20,42,6,10870.77,2,5,5,255,At Risk,NEW DELHI
C1040066,2016-10-04,28,2,10861.72,3,3,5,335,Loyal Customers,HYDERABAD
C1037422,2016-10-14,18,2,10859.45,4,3,5,435,Loyal Customers,CHENNAI
C1015981,2016-10-07,25,2,10858.49,3,3,5,335,Loyal Customers,BANGALORE
C1023823,2016-10-07,25,4,10847.37,3,5,5,355,Loyal Customers,MUMBAI
C1022447,2016-10-07,25,2,10845.17,3,3,5,335,Loyal Customers,NEW DELHI
C1009528,2016-09-22,40,3,10845.04,2,4,5,245,At Risk,BANGALORE
C1024692,2016-10-03,29,3,10841.91,3,4,5,345,Loyal Customers,AHMEDABAD
C1035759,2016-09-27,35,6,10841.88,2,5,5,255,At Risk,NOIDA
C1041961,2016-10-16,16,2,10834.65,4,3,5,435,Loyal Customers,BANGALORE
C1010500,2016-10-29,3,5,10828.93,5,5,5,555,Champions,BANGALORE
C1000886,2016-10-19,13,5,10817.51,4,5,5,455,Champions,HYDERABAD
C1006552,2016-10-01,31,5,10811.48,3,5,5,355,Loyal Customers,THANE
C1012231,2016-09-19,43,4,10809.06,2,5,5,255,At Risk,NEW DELHI
C1003441,2016-10-09,23,7,10804.15,3,5,5,355,Loyal Customers,HYDERABAD
C1009386,2016-10-04,28,2,10801.92,3,3,5,335,Loyal Customers,MUMBAI
C1002799,2016-10-17,15,3,10800.76,4,4,5,445,Champions,KOLKATA
C1021011,2016-09-07,55,1,10798.27,1,1,5,115,Low Value / Casual,NEW DELHI
C1012780,2016-09-24,38,4,10784.82,2,5,5,255,At Risk,THANE
C1033286,2016-10-13,19,5,10774.38,4,5,5,455,Champions,NOIDA
C1024570,2016-08-30,63,4,10767.55,1,5,5,155,At Risk,KOLKATA
C1049014,2016-10-31,1,4,10751.87,5,5,5,555,Champions,JAIPUR
C1008489,2016-09-19,43,4,10746.31,2,5,5,255,At Risk,JAIPUR
C1045414,2016-10-28,4,3,10739.15,5,5,5,555,Champions,THANE
C1035254,2016-09-20,42,3,10735.75,2,4,5,245,At Risk,NEW DELHI
C1006834,2016-10-29,3,3,10733.99,5,5,5,555,Champions,MUMBAI
C1016224,2016-10-02,30,1,10711.8,3,2,5,325,Big Spenders,MUMBAI
C1048356,2016-08-02,91,1,10702.5,1,1,5,115,Low Value / Casual,BANGALORE
C1020941,2016-10-16,16,3,10698.14,4,4,5,445,Champions,KOLKATA
C1007786,2016-10-27,5,3,10693.6,5,5,5,555,Champions,CHENNAI
C1011176,2016-10-23,9,3,10682.42,5,4,5,545,Champions,BANGALORE
C1045195,2016-10-26,6,4,10649.07,5,5,5,555,Champions,JAIPUR
C1011436,2016-10-28,4,4,10647.71,5,5,5,555,Champions,SURAT
C1038375,2016-08-22,71,1,10647.29,1,1,5,115,Low Value / Casual,AHMEDABAD
C1000589,2016-09-28,34,4,10634.61,3,5,5,355,Loyal Customers,AHMEDABAD
C1026766,2016-10-24,8,3,10629.68,5,4,5,545,Champions,HYDERABAD
C1009162,2016-10-27,5,6,10627.34,5,5,5,555,Champions,BANGALORE
C1048924,2016-10-29,3,5,10626.72,5,5,5,555,Champions,NEW DELHI
C1017642,2016-10-08,24,6,10622.23,3,5,5,355,Loyal Customers,JAIPUR
C1028915,2016-09-25,37,4,10612.42,2,5,5,255,At Risk,PATNA
C1006243,2016-10-17,15,2,10573.63,4,3,5,435,Loyal Customers,PUNE
C1026318,2016-08-28,65,3,10572.53,1,4,5,145,At Risk,CHENNAI
C1031383,2016-10-09,23,1,10553.25,3,2,5,325,Big Spenders,NOIDA
C1002048,2016-09-14,48,1,10549.73,2,1,5,215,Low Value / Casual,NEW DELHI
C1047388,2016-10-21,11,4,10549.02,4,5,5,455,Champions,LUCKNOW
C1048513,2016-10-01,31,3,10548.36,3,4,5,345,Loyal Customers,BANGALORE
C1004245,2016-10-23,9,5,10542.81,5,5,5,555,Champions,NEW DELHI
C1029191,2016-09-17,45,2,10541.93,2,2,5,225,Low Value / Casual,THANE
C1011231,2016-08-15,78,3,10535.34,1,4,5,145,At Risk,MUMBAI
C1049203,2016-10-17,15,2,10529.37,4,3,5,435,Loyal Customers,KOLKATA
C1029378,2016-10-28,4,3,10523.57,5,5,5,555,Champions,MUMBAI
C1045466,2016-10-29,3,4,10517.48,5,5,5,555,Champions,MUMBAI
C1030497,2016-10-26,6,5,10498.54,5,5,5,555,Champions,JAIPUR
C1024712,2016-10-19,13,3,10497.93,4,4,5,445,Champions,MUMBAI
C1021992,2016-10-02,30,1,10494.83,3,2,5,325,Big Spenders,PATNA
C1022282,2016-10-04,28,4,10493.06,3,5,5,355,Loyal Customers,NEW DELHI
C1023655,2016-10-29,3,7,10492.3,5,5,5,555,Champions,NOIDA
C1040268,2016-09-12,50,2,10491.98,2,2,5,225,Low Value / Casual,THANE
C1040716,2016-10-01,31,4,10469.85,3,5,5,355,Loyal Customers,HYDERABAD
C1005842,2016-10-08,24,2,10468.23,3,3,5,335,Loyal Customers,MUMBAI
C1034122,2016-10-19,13,2,10468.07,4,3,5,435,Loyal Customers,PUNE
C1017180,2016-10-17,15,6,10461.42,4,5,5,455,Champions,NEW DELHI
C1007129,2016-08-26,67,3,10450.09,1,4,5,145,At Risk,NEW DELHI
C1015853,2016-09-28,34,3,10445.38,3,4,5,345,Loyal Customers,NEW DELHI
C1003862,2016-10-06,26,3,10445.19,3,4,5,345,Loyal Customers,MUMBAI
C1030061,2016-10-16,16,4,10437.38,4,5,5,455,Champions,NOIDA
C1005126,2016-08-14,79,2,10425.12,1,2,5,125,Low Value / Casual,PATNA
C1003724,2016-10-14,18,5,10422.78,4,5,5,455,Champions,KOLKATA
C1035567,2016-10-20,12,3,10408.62,4,4,5,445,Champions,BANGALORE
C1044792,2016-10-29,3,3,10406.81,5,5,5,555,Champions,MUMBAI
C1016522,2016-10-16,16,3,10397.06,4,4,5,445,Champions,CHENNAI
C1003351,2016-10-09,23,3,10381.01,3,4,5,345,Loyal Customers,NEW DELHI
C1044985,2016-08-19,74,2,10379.83,1,2,5,125,Low Value / Casual,MUMBAI
C1015980,2016-10-19,13,5,10377.78,4,5,5,455,Champions,GURGAON
C1013391,2016-10-15,17,3,10366.12,4,4,5,445,Champions,KOLKATA
C1022065,2016-10-20,12,4,10346.32,4,5,5,455,Champions,MUMBAI
C1034792,2016-10-10,22,3,10342.51,3,4,5,345,Loyal Customers,MUMBAI
C1021603,2016-10-11,21,3,10337.99,3,4,5,345,Loyal Customers,NEW DELHI
C1031141,2016-10-17,15,3,10334.81,4,4,5,445,Champions,THANE
C1010445,2016-10-07,25,3,10334.57,3,4,5,345,Loyal Customers,GURGAON
C1037605,2016-10-29,3,2,10316.37,5,4,5,545,Champions,CHENNAI
C1026925,2016-10-14,18,2,10314.84,4,3,5,435,Loyal Customers,BANGALORE
C1032110,2016-09-30,32,2,10311.94,3,3,5,335,Loyal Customers,MUMBAI
C1040257,2016-10-04,28,2,10308.31,3,3,5,335,Loyal Customers,NOIDA
C1023963,2016-10-25,7,3,10288.39,5,4,5,545,Champions,MUMBAI
C1033665,2016-10-22,10,3,10285.99,4,4,5,445,Champions,HYDERABAD
C1044267,2016-10-31,1,4,10282.33,5,5,5,555,Champions,MUMBAI
C1019274,2016-10-08,24,3,10280.17,3,4,5,345,Loyal Customers,NEW DELHI
C1040932,2016-09-16,46,4,10264.88,2,5,5,255,At Risk,MUMBAI
C1021089,2016-10-29,3,1,10260.18,5,2,5,525,Big Spenders,BANGALORE
C1014588,2016-10-22,10,1,10244.11,4,2,5,425,Big Spenders,HYDERABAD
C1013190,2016-10-26,6,3,10239.62,5,4,5,545,Champions,MUMBAI
C1047770,2016-10-14,18,3,10238.25,4,4,5,445,Champions,PUNE
C1045629,2016-10-17,15,4,10232.35,4,5,5,455,Champions,NEW DELHI
C1046526,2016-10-05,27,1,10231.61,3,2,5,325,Big Spenders,BANGALORE
C1037693,2016-10-25,7,4,10228.03,5,5,5,555,Champions,BANGALORE
C1034156,2016-10-30,2,3,10227.04,5,5,5,555,Champions,PUNE
C1042548,2016-09-20,42,4,10218.02,2,5,5,255,At Risk,NEW DELHI
C1040447,2016-10-11,21,3,10213.41,3,4,5,345,Loyal Customers,HYDERABAD
C1049240,2016-10-28,4,5,10210.83,5,5,5,555,Champions,CHENNAI
C1041897,2016-10-16,16,4,10208.57,4,5,5,455,Champions,CHENNAI
C1014299,2016-08-30,63,2,10208.52,1,2,5,125,Low Value / Casual,MUMBAI
C1036208,2016-10-19,13,6,10198.85,4,5,5,455,Champions,JAIPUR
C1048488,2016-10-27,5,5,10196.27,5,5,5,555,Champions,PUNE
C1016361,2016-10-21,11,6,10191.87,4,5,5,455,Champions,NOIDA
C1031628,2016-10-13,19,4,10185.55,4,5,5,455,Champions,GURGAON
C1025422,2016-10-11,21,2,10184.06,3,3,5,335,Loyal Customers,AHMEDABAD
C1011667,2016-10-31,1,7,10159.25,5,5,5,555,Champions,MUMBAI
C1009649,2016-08-27,66,2,10159.06,1,2,5,125,Low Value / Casual,PUNE
C1021968,2016-10-25,7,6,10156.45,5,5,5,555,Champions,HYDERABAD
C1030735,2016-09-23,39,3,10131.63,2,4,5,245,At Risk,NEW DELHI
C1027578,2016-10-24,8,2,10120.78,5,3,5,535,Loyal Customers,NOIDA
C1040820,2016-10-16,16,4,10119.12,4,5,5,455,Champions,NEW DELHI
C1011962,2016-10-13,19,8,10106.01,4,5,5,455,Champions,THANE
C1006516,2016-10-30,2,5,10105.48,5,5,5,555,Champions,CHENNAI
C1036414,2016-08-04,89,1,10096.46,1,1,5,115,Low Value / Casual,PUNE
C1046733,2016-10-25,7,9,10090.91,5,5,5,555,Champions,BANGALORE
C1027507,2016-10-25,7,3,10084.24,5,4,5,545,Champions,HYDERABAD
C1046472,2016-10-14,18,3,10083.26,4,4,5,445,Champions,HYDERABAD
C1011456,2016-09-11,51,3,10081.54,2,4,5,245,At Risk,PUNE
C1033052,2016-10-07,25,4,10078.81,3,5,5,355,Loyal Customers,MUMBAI
C1007131,2016-10-20,12,4,10075.49,4,5,5,455,Champions,KOLKATA
C1008575,2016-10-30,2,2,10074.38,5,4,5,545,Champions,HYDERABAD
C1041062,2016-10-30,2,2,10071.99,5,4,5,545,Champions,MUMBAI
C1013670,2016-10-05,27,6,10071.05,3,5,5,355,Loyal Customers,KOLKATA
C1036424,2016-10-25,7,3,10068.07,5,4,5,545,Champions,NEW DELHI
C1018799,2016-10-23,9,5,10060.0,5,5,5,555,Champions,MUMBAI
C1034457,2016-10-12,20,3,10054.19,3,4,5,345,Loyal Customers,NOIDA
C1019278,2016-10-14,18,3,10052.27,4,4,5,445,Champions,MUMBAI
C1032968,2016-10-04,28,3,10045.78,3,4,5,345,Loyal Customers,KOLKATA
C1046994,2016-10-11,21,3,10045.37,3,4,5,345,Loyal Customers,BANGALORE
C1009956,2016-10-28,4,4,10040.57,5,5,5,555,Champions,BANGALORE
C1042821,2016-10-30,2,4,10038.88,5,5,5,555,Champions,GURGAON
C1005555,2016-09-20,42,3,10025.51,2,4,5,245,At Risk,NOIDA
C1047657,2016-10-25,7,2,10023.55,5,3,5,535,Loyal Customers,BANGALORE
C1004743,2016-08-16,77,4,10018.73,1,5,5,155,At Risk,BANGALORE
C1039218,2016-10-26,6,3,10011.27,5,4,5,545,Champions,MUMBAI
C1009376,2016-10-28,4,5,10004.86,5,5,5,555,Champions,NOIDA
C1006377,2016-10-15,17,4,9982.77,4,5,5,455,Champions,NOIDA
C1002030,2016-10-22,10,3,9972.8,4,4,5,445,Champions,MUMBAI
C1016178,2016-10-28,4,2,9968.76,5,4,5,545,Champions,NOIDA
C1023836,2016-08-04,89,1,9966.08,1,1,5,115,Low Value / Casual,THANE
C1049912,2016-10-28,4,2,9957.33,5,4,5,545,Champions,MUMBAI
C1000726,2016-10-28,4,2,9952.8,5,4,5,545,Champions,HYDERABAD
C1047792,2016-10-25,7,4,9942.35,5,5,5,555,Champions,NEW DELHI
C1039699,2016-10-16,16,5,9939.25,4,5,5,455,Champions,HYDERABAD
C1036776,2016-09-12,50,1,9917.07,2,1,5,215,Low Value / Casual,THANE
C1003957,2016-10-31,1,5,9894.35,5,5,5,555,Champions,PUNE
C1025781,2016-10-11,21,4,9880.7,3,5,5,355,Loyal Customers,PUNE
C1000450,2016-09-30,32,3,9879.62,3,4,5,345,Loyal Customers,BANGALORE
C1036125,2016-09-10,52,3,9879.34,2,4,5,245,At Risk,NEW DELHI
C1047511,2016-09-13,49,3,9878.66,2,4,5,245,At Risk,KOLKATA
C1049868,2016-10-05,27,5,9863.21,3,5,5,355,Loyal Customers,BANGALORE
C1034973,2016-09-01,61,2,9851.78,1,2,5,125,Low Value / Casual,GURGAON
C1013485,2016-10-15,17,2,9849.78,4,3,5,435,Loyal Customers,NOIDA
C1006801,2016-10-24,8,6,9849.39,5,5,5,555,Champions,HYDERABAD
C1041627,2016-09-22,40,5,9826.26,2,5,5,255,At Risk,PUNE
C1032227,2016-10-09,23,3,9812.11,3,4,5,345,Loyal Customers,NEW DELHI
C1020369,2016-10-21,11,5,9811.06,4,5,5,455,Champions,BANGALORE
C1027475,2016-10-31,1,5,9805.46,5,5,5,555,Champions,KOLKATA
C1000002,2016-10-30,2,6,9805.43,5,5,5,555,Champions,NEW DELHI
C1022688,2016-10-23,9,3,9800.58,5,4,5,545,Champions,MUMBAI
C1043239,2016-10-29,3,5,9799.87,5,5,5,555,Champions,HYDERABAD
C1039750,2016-10-10,22,2,9798.11,3,3,5,335,Loyal Customers,BANGALORE
C1049674,2016-08-30,63,3,9793.14,1,4,5,145,At Risk,THANE
C1032925,2016-10-31,1,4,9789.22,5,5,5,555,Champions,BANGALORE
C1022158,2016-10-30,2,3,9785.9,5,5,5,555,Champions,THANE
C1040832,2016-10-23,9,4,9778.0,5,5,5,555,Champions,MUMBAI
C1040616,2016-09-21,41,5,9772.75,2,5,5,255,At Risk,NEW DELHI
C1048713,2016-10-24,8,5,9766.3,5,5,5,555,Champions,BANGALORE
C1020253,2016-10-26,6,5,9761.75,5,5,5,555,Champions,BANGALORE
C1031126,2016-10-10,22,3,9755.21,3,4,5,345,Loyal Customers,KOLKATA
C1041193,2016-10-16,16,4,9752.67,4,5,5,455,Champions,MUMBAI
C1016457,2016-10-01,31,2,9751.68,3,3,5,335,Loyal Customers,MUMBAI
C1019369,2016-10-23,9,3,9747.76,5,4,5,545,Champions,BANGALORE
C1002844,2016-09-23,39,2,9724.17,2,3,5,235,At Risk,NEW DELHI
C1011812,2016-10-10,22,3,9704.77,3,4,5,345,Loyal Customers,CHENNAI
C1037259,2016-10-27,5,6,9701.87,5,5,5,555,Champions,PUNE
C1014591,2016-10-03,29,2,9696.68,3,3,5,335,Loyal Customers,CHENNAI
C1049049,2016-10-23,9,6,9687.73,4,5,5,455,Champions,PUNE
C1040145,2016-10-27,5,4,9687.49,5,5,5,555,Champions,PUNE
C1035769,2016-10-30,2,3,9682.0,5,5,5,555,Champions,BANGALORE
