TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T331,C1003549,11/8/1976,M,gurgaon,11199.17,24/10/16,142737,150.32
T332,C1028329,24/12/1964,M,SURAT,3745.44,7/8/16,14316,736.09
T333,C1032902,25/2/1983,M,HYDERABAD,8396.36,17/10/16,12259,372.57
T334,C1009704,25/8/1988,M,GURGAON,20106.25,6/10/16,131015,171.19
T335,C1018234,1/1/1800,F,bangalore,4103.98,25/9/16,182106,122.18
T336,C1043593,5/7/1983,M,bangalore,16764.90,9/10/16,162323,83.90
T337,C1020421,23/9/1978,M,CHENNAI,25221.56,26/8/16,120345,1594.18
T338,C1031203,12/5/1979,F,MUMBAI,32943.14,13/9/16,135707,279.97
T339,C1004972,27/12/1973,F, CHENNAI ,20195.90,30/8/16,135954,592.88
T340,C1030073,24/5/1962,M,THANE,5876.50,10/8/16,172315,745.42
T341,C1038726,8/12/1960,M,SURAT,37392.47,15/8/16,232157,154.30
T342,C1041548,2/1/1971,M,PUNE,22598.32,5/9/16,221435,1016.81
T343,C1037105,26/4/1967,M,NEW DELHI,5094.91,30/9/16,81758,51.47
T344,C1017048,10/8/1980,M,LUCKNOW,17279.31,25/9/16,154348,269.76
T345,C1004677,3/2/1953,M,NEW DELHI,22842.75,8/8/16,22245,550.25
T346,C1035625,21/3/1981,M,THANE,5086.39,18/10/16,113654,248.18
T347,C1033095,17/6/1975,M,NEW DELHI,4738.28,1/8/16,113555,774.52
T348,C1018845,23/5/1952,M,CHENNAI,8711.22,15/9/16,125723,295.88
T349,C1039730,23/5/1985,M,pune,13371.43,19/9/16,200804,3132.71
T350,C1028417,9/4/1998,M,NEW DELHI,7856.55,17/10/16,55353,480.89
T351,C1007416,1/1/1800,M,HYDERABAD,15996.86,3/9/16,64734,553.17
T352,C1006580,8/11/1952,F,BANGALORE,40752.48,13/10/16,50719,347.00
T353,C1009861,14/1/1996,M,AHMEDABAD,8930.33,28/8/16,111655,3361.89
T354,C1000848,1/3/1987,F,MUMBAI,165077.60,22/8/16,203702,310.61
T355,C1027592,22/5/1960,M,PUNE,8784.93,9/9/16,25207,393.72
T356,C1044333,27/6/1957,M,ahmedabad,10057.75,15/8/16,213303,345.07
T357,C1026287,27/12/1972,F,HYDERABAD,25713.94,16/10/16,41334,349.00
T358,C1036684,1/1/1800,M,SURAT,2810.38,29/10/16,194444,1078.03
T359,C1019383,14/12/1997,F, CHENNAI ,10988.36,1/9/16,14958,3020.12
T360,C1005143,16/2/1986,M,mumbai,27692.37,8/8/16,32938,136.71
T361,C1039517,13/7/1995,M,THANE,29396.33,6/9/16,35618,2139.02
T362,C1039493,25/2/1955,M,PATNA,11171.60,15/9/16,212348,3510.38
T363,C1023896,12/2/1994,M, BANGALORE ,8158.26,22/10/16,42406,1285.98
T364,C1038484,8/5/1952,F,NOIDA,16065.74,16/8/16,113409,741.86
T365,C1008859,24/12/1969,M,MUMBAI,35522.79,9/9/16,85901,85.61
T366,C1003092,21/10/1994,M,jaipur,13783.24,5/8/16,11804,73.21
T367,C1035059,9/7/1976,M,PUNE,7236.40,14/10/16,80910,273.19
T368,C1001911,9/8/1983,M,MUMBAI,126722.20,30/9/16,92416,1394.47
T369,C1008687,27/4/1978,F,MUMBAI,9871.08,10/10/16,144450,920.55
T370,C1022252,23/7/1968,M,NEW DELHI,32614.72,18/10/16,74215,143.79
T371,C1009940,28/4/1995,M,MUMBAI,15371.87,14/9/16,152533,350.88
T372,C1012770,12/1/1963,M,CHENNAI,18601.41,4/10/16,203242,247.21
T373,C1036650,9/4/1952,M,CHENNAI,37840.91,3/9/16,72106,234.00
T374,C1021140,,M,MUMBAI,15117.41,30/10/16,194534,1118.69
T375,C1012649,18/10/1967,M,MUMBAI,52147.99,8/9/16,50627,2161.73
T376,C1017465,10/1/1985,F,LUCKNOW,4325.30,28/9/16,180823,235.71
T377,C1041610,7/3/1983,M,HYDERABAD,65576.66,24/9/16,160339,156.35
T378,C1048982,12/5/1957,M,CHENNAI,6631.60,11/8/16,21627,177.08
T379,C1006552,28/6/1983,M,THANE,21908.05,7/9/16,210829,133.14
T380,C1001382,14/6/1997,M,MUMBAI,39641.19,29/10/16,50410,62.15
T381,C1034524,1/1/1800,M,MUMBAI,15356.02,15/10/16,154343,155.91
T382,C1006719,4/7/1964,F,NEW DELHI,3141.80,5/10/16,163521,503.43
T383,C1036723,,M,BANGALORE,14130.44,18/10/16,202307,913.26
T384,C1041908,28/10/1998,F,BANGALORE,96305.12,8/10/16,1158,425.08
T385,C1014240,18/2/1990,M,CHENNAI,7028.32,13/9/16,53954,492.00
T386,C1044587,14/3/1973,M,BANGALORE,9806.08,2/8/16,92046,26.04
T387,C1021057,14/1/1961,M,INDORE,4868.25,14/10/16,204141,654.55
T388,C1046298,10/12/1962,F,CHENNAI,18936.39,8/8/16,65426,106.32
T389,C1032011,9/9/1987,F,GURGAON,7982.49,16/9/16,204036,199.05
T390,C1023327,24/7/1951,M,AHMEDABAD,40627.22,11/10/16,13229,330.73
T391,C1030002,13/1/1983,M,HYDERABAD,8064.35,6/8/16,204955,1559.49
T392,C1017579,28/9/1953,M,NEW DELHI,15883.23,12/10/16,205941,1056.38
T393,C1031684,23/12/1984,M,INDORE,16801.95,16/9/16,220909,1258.52
T394,C1025188,10/6/1975,M,CHENNAI,14268.53,10/10/16,102706,1447.32
T395,C1009142,21/10/1996,F,HYDERABAD,5641.52,25/10/16,120333,88.02
T396,C1035411,22/1/1970,,NEW DELHI,18184.92,2/10/16,15914,138.48
T397,C1035627,23/5/1991,M,BANGALORE,38977.70,28/10/16,102458,828.97
T398,C1024524,12/3/1998,M,NOIDA,32458.60,28/9/16,170219,210.82
T399,C1003353,12/10/1995,M,MUMBAI,1338.03,27/9/16,125834,237.89
T400,C1041772,1/1/1800,M,new delhi,10960.65,26/8/16,233331,659.09
T401,C1013329,27/4/1992,M,NEW DELHI,6727.54,19/8/16,2251,78.62
T402,C1021588,4/5/1971,F,PUNE,61607.34,10/10/16,142201,159.34
T403,C1026877,2/12/1986,F,mumbai,18990.14,28/8/16,182456,261.96
T404,C1011140,3/2/1963,M,NEW DELHI,55603.64,18/9/16,42305,1573.96
T405,C1049773,18/7/1975,F,NOIDA,21722.29,4/9/16,50213,158.65
T406,C1001696,9/12/1991,F,KOLKATA,53538.88,7/9/16,102155,686.52
T407,C1021669,23/3/1992,M, BANGALORE ,89371.62,8/8/16,82940,52.82
T408,C1048240,10/4/1951,M,BANGALORE,4508.11,16/10/16,230402,894.13
T409,C1040836,13/3/1994,F,noida,12788.50,18/10/16,215301,1219.19
T410,C1036276,18/6/1957,M,GURGAON,44424.73,22/8/16,61503,79.93
T411,C1043789,16/1/1960,F,MUMBAI,10436.48,26/10/16,44832,106.45
T412,C1024695,23/12/1952,F,CHENNAI,3893.50,6/8/16,110429,7201.72
T413,C1003441,17/8/1986,M,HYDERABAD,30988.79,29/8/16,131733,900.38
T414,C1045954,21/2/1989,,KOLKATA,50464.16,15/10/16,183737,388.95
T415,C1021613,8/12/1992,M,MUMBAI,11351.74,27/8/16,63610,423.21
T416,C1032188,3/6/1971,M,HYDERABAD,9327.17,14/10/16,13219,185.87
T417,C1006642,1/11/1957,M,CHENNAI,3901.87,23/10/16,223623,103.51
T418,C1037736,5/12/1972,F,NEW DELHI,14900.52,9/10/16,171406,172.28
T419,C1035078,6/9/1973,M,AHMEDABAD,3882.07,22/9/16,153148,863.87
T420,C1012403,2/5/1956,F,NOIDA,4440.30,13/8/16,100045,564.71
T421,C1022743,5/12/1993,M,AHMEDABAD,15141.31,26/10/16,35413,2203.91
T422,C1045678,15/7/1978,M,CHENNAI,32760.72,22/9/16,141218,91.88
T423,C1020564,8/3/1974,M,BANGALORE,8888.96,24/9/16,113337,60.93
T424,C1029317,18/1/1961,F,JAIPUR,29759.77,13/9/16,193759,265.73
T425,C1006109,11/9/1985,F,MUMBAI,11276.68,11/10/16,94644,128.86
T426,C1034774,19/8/1980,F,PUNE,12248.79,5/10/16,185352,149.61
T427,C1030708,13/5/1968,F,MUMBAI,8359.55,15/9/16,100750,775.63
T428,C1016558,11/7/1969,M,MUMBAI,30144.52,30/8/16,191652,251.36
T429,C1045733,6/7/1974,M,LUCKNOW,28832.00,1/10/16,1003,590.12
T430,C1036208,21/1/1952,M,JAIPUR,8671.79,25/9/16,81818,3422.48
T431,C1034544,1/1/1800,M,NOIDA,31389.66,26/10/16,180724,2389.81
T432,C1013407,17/1/1986,F,KOLKATA,87417.53,7/10/16,50640,228.68
T433,C1021412,14/12/1997,F,NEW DELHI,24406.08,8/8/16,163630,348.59
T434,C1016740,17/2/1953,M,HYDERABAD,6025.14,8/9/16,105,79.87
T435,C1000928,1/1/1800,,BANGALORE,5937.76,22/10/16,13143,1665.77
T436,C1023389,7/2/1998,M,NEW DELHI,10910.06,31/8/16,50438,163.47
T437,C1043532,27/2/1974,M,SURAT,8028.38,13/9/16,44450,111.74
T438,C1047503,11/7/1956,F,CHENNAI,23915.29,24/8/16,154138,733.90
T439,C1022371,1/1/1800,F,NEW DELHI,13261.37,10/9/16,180048,772.00
T440,C1035653,20/9/1981,M,BANGALORE,10937.68,13/8/16,212149,155.60
T441,C1049440,10/3/1972,M,BANGALORE,153653.53,16/10/16,62642,1129.78
T442,C1029436,20/5/1979,M,PUNE,19842.32,25/8/16,213022,1054.26
T443,C1008922,21/9/1997,M,KOLKATA,16955.84,23/9/16,70219,120.16
T444,C1030626,22/5/1966,M,BANGALORE,8637.40,1/8/16,170142,170.04
T445,C1001234,24/11/1989,M,CHENNAI,11412.07,27/10/16,213651,154.97
T446,C1010736,11/3/1972,F, CHENNAI ,7874.58,14/8/16,72745,3212.12
T447,C1035035,9/2/1990,M,HYDERABAD,17414.96,19/10/16,32501,458.99
T448,C1015464,7/5/1966,M,SURAT,33278.56,23/8/16,94816,95.30
T449,C1008239,21/6/1977,F,GURGAON,7032.01,6/8/16,73638,1293.03
T450,C1035855,27/8/1983,M,NEW DELHI,6246.78,21/10/16,2317,218.92
T451,C1027272,20/2/1982,M,MUMBAI,32596.13,5/8/16,154939,584.88
T452,C1028639,18/6/1959,M,SURAT,35835.22,2/8/16,205902,322.30
T453,C1011537,1/1/1800,M,BANGALORE,8070.69,29/10/16,160017,286.07
T454,C1036105,17/9/1971,M,CHENNAI,12569.06,8/10/16,174549,138.54
T455,C1028793,17/8/1976,M,AHMEDABAD,8724.89,19/8/16,110736,178.03
T456,C1041314,19/8/1961,F,PUNE,152695.83,5/10/16,102003,655.69
T457,C1021153,18/4/1993,F,kolkata,3281.34,26/10/16,80421,9150.28
T458,C1007696,7/8/1961,F,AHMEDABAD,97531.15,10/9/16,172333,475.90
T459,C1027097,17/10/1988,M,NEW DELHI,6911.55,1/8/16,35019,172.64
T460,C1042668,7/1/1964,M,CHENNAI,19908.27,20/10/16,203607,1613.56
T461,C1023659,8/7/1974,M,KOLKATA,20111.85,13/9/16,151826,319.23
T462,C1014635,14/12/1998,M,KOLKATA,10458.35,2/9/16,72132,605.41
T463,C1020494,1/1/1800,M,NOIDA,19629.63,24/8/16,101111,120.27
T464,C1026256,7/5/1977,M,MUMBAI,5312.72,27/10/16,142646,701.90
T465,C1033596,1/1/1800,M,MUMBAI,33793.12,7/9/16,80609,845.33
T466,C1021713,22/5/1993,M,GURGAON,3043.33,7/10/16,193641,321.48
T467,C1044639,10/12/1963,M,HYDERABAD,4667.05,3/9/16,183032,670.30
T468,C1023416,18/10/1957,F,MUMBAI,556.50,27/10/16,92529,353.81
T469,C1013989,14/8/1955,M,BANGALORE,18487.15,10/10/16,200540,365.88
T470,C1039669,9/3/1971,M,NEW DELHI,48788.25,3/8/16,92126,1414.12
T471,C1029675,21/3/1997,M,NOIDA,73931.52,15/8/16,35359,566.96
T472,C1029688,26/9/1985,M,PUNE,7072.63,30/8/16,201058,39.22
T473,C1048264,12/10/1980,M,CHENNAI,17695.74,10/8/16,192009,80.22
T474,C1001487,22/8/1980,M,MUMBAI,88392.03,10/8/16,215717,1450.85
T475,C1034399,15/4/1996,M,KOLKATA,19353.77,28/8/16,42947,209.22
T476,C1010322,24/5/1991,F,BANGALORE,32671.11,25/10/16,135412,149.76
T477,C1038575,6/7/1951,F,CHENNAI,59993.86,27/10/16,62244,981.13
T478,C1031168,7/8/1978,F,HYDERABAD,53151.13,3/8/16,65629,488.62
T479,C1018087,10/8/1992,F,MUMBAI,5218.05,1/9/16,3042,594.90
T480,C1012764,5/4/1975,M,pune,107752.05,7/10/16,63214,2072.36
T481,C1047738,,M,PUNE,56212.45,2/10/16,55032,1586.29
T482,C1023578,18/10/1991,M,HYDERABAD,173165.53,20/8/16,164004,671.78
T483,C1030682,14/9/1986,M,MUMBAI,23921.07,22/10/16,81319,9.82
T484,C1034092,14/1/1963,M,BANGALORE,3840.14,7/10/16,163039,403.94
T485,C1009320,22/3/1997,F,BANGALORE,17336.62,6/8/16,223725,464.27
T486,C1020458,9/8/1994,M,MUMBAI,9337.05,10/9/16,85059,326.21
T487,C1035943,1/1/1800,M,KOLKATA,40063.29,22/8/16,84055,138.78
T488,C1022392,18/12/1991,M,MUMBAI,15695.63,3/10/16,142333,276.91
T489,C1034683,1/4/1963,F,BANGALORE,13765.10,9/8/16,165141,130.28
T490,C1035651,13/9/1976,M, KOLKATA ,5643.21,19/9/16,210355,1175.73
T491,C1041615,13/2/1991,M,MUMBAI,19897.68,4/8/16,70059,1407.57
T492,C1013929,23/6/1978,M,MUMBAI,33738.20,3/8/16,30801,4763.74
T493,C1025794,2/1/1980,M,CHENNAI,64152.11,18/9/16,25422,34.87
T494,C1027559,5/7/1969,F,MUMBAI,31085.47,1/10/16,220846,1001.35
T495,C1043771,6/8/1996,F,GURGAON,20579.21,10/10/16,113948,1201.76
T496,C1045278,12/7/1960,M,NEW DELHI,13273.46,5/8/16,152755,440.78
T497,C1041284,24/2/1961,M,NEW DELHI,5192.55,5/9/16,223251,340.62
T498,C1004877,9/9/1964,M,MUMBAI,32468.39,31/10/16,192354,960.23
T499,C1032161,14/10/1952,M,MUMBAI,10502.20,9/8/16,164114,112.79
T500,C1038462,8/10/1978,M,MUMBAI,5419.16,22/10/16,143938,34.54
T501,C1002837,15/7/1981,M,GURGAON,54252.95,25/10/16,114922,659.46
T502,C1022270,10/12/1964,M,GURGAON,10461.07,6/10/16,85337,690.40
T503,C1023480,25/11/1993,M,LUCKNOW,3673.82,6/8/16,155223,1743.49
T504,C1043980,10/7/1952,M,CHENNAI,32017.02,29/8/16,121426,1069.27
T505,C1006865,16/6/1985,M,NEW DELHI,17878.70,6/9/16,162712,1527.23
T506,C1019264,1/1/1800,M,CHENNAI,631.49,20/10/16,231558,488.94
T507,C1038283,23/5/1991,M,CHENNAI,10411.27,22/10/16,231805,282.97
T508,C1004763,3/9/1995,M,NEW DELHI,1951.13,11/10/16,181045,668.22
T509,C1002296,19/3/1970,M,CHENNAI,8233.67,2/9/16,180015,649.66
T510,C1039505,1/1/1800,F,INDORE,6457.01,19/8/16,91437,923.74
T511,C1026953,27/12/1952,M,MUMBAI,89762.31,23/9/16,195805,440.32
T512,C1026833,16/4/1968,M,PUNE,5304.73,13/8/16,212430,62.66
T513,C1049264,7/5/1970,F,NOIDA,10636.64,28/10/16,155158,1584.70
T514,C1039919,1/1/1800,M,HYDERABAD,10934.26,12/8/16,84949,2359.82
T515,C1007214,5/7/1994,M,BANGALORE,37411.26,31/10/16,223835,382.72
T516,C1032256,28/12/1977,M,BANGALORE,104544.40,5/8/16,192315,2844.92
T517,C1020399,1/1/1800,M,PUNE,67130.96,6/8/16,61434,315.43
T518,C1011945,18/10/1957,F,GURGAON,7415.42,28/9/16,103400,98.83
T519,C1030629,20/9/1962,M,KOLKATA,8978.61,7/10/16,220053,2249.89
T520,C1048398,19/2/1977,M,CHENNAI,8278.15,17/9/16,131231,587.09
T521,C1000827,2/9/1976,M,KOLKATA,33466.20,4/9/16,195324,157.67
T522,C1003099,26/1/1961,M,HYDERABAD,13927.73,13/9/16,32840,1655.52
T523,C1020641,27/3/1982,M,MUMBAI,74768.19,9/10/16,205230,1235.11
T524,C1008952,18/4/1954,M,HYDERABAD,22534.03,18/10/16,230136,675.38
T525,C1042709,25/6/1958,M,MUMBAI,5970.31,16/9/16,33446,2174.90
T526,C1011355,1/1/1800,M,MUMBAI,9525.28,23/10/16,234837,716.96
T527,C1049572,7/3/1987,M,JAIPUR,73890.33,27/10/16,80948,563.20
T528,C1002230,15/5/1972,F,pune,54773.06,23/9/16,30622,514.60
T529,C1024324,19/8/1961,M,NOIDA,5554.40,23/8/16,175511,402.94
T530,C1014352,13/1/1987,M,PUNE,9802.91,26/8/16,95607,220.28
T531,C1013074,25/1/1974,M,LUCKNOW,22893.35,2/10/16,32336,547.72
T532,C1034432,17/8/1960,M,JAIPUR,57365.24,9/9/16,14447,622.56
T533,C1034462,13/12/1997,M,HYDERABAD,17053.77,6/9/16,12052,859.63
T534,C1016398,18/11/1953,F,PUNE,2400.84,30/8/16,63514,320.60
T535,C1044879,21/6/1960,F,KOLKATA,10639.59,6/10/16,74912,77.32
T536,C1009530,17/3/1971,F,AHMEDABAD,68158.25,5/8/16,94827,268.78
T537,C1011965,1/3/1958,M,NEW DELHI,3228.53,29/9/16,123854,81.35
T538,C1026771,2/5/1966,F,GURGAON,35446.95,25/8/16,25413,97.58
T539,C1025102,28/5/1991,F,THANE,14444.58,22/10/16,200602,246.06
T540,C1001459,22/12/1995,M,pune,31492.50,3/10/16,62510,635.91
T541,C1002323,20/6/1973,M,HYDERABAD,2311.54,19/9/16,104048,172.70
T542,C1000452,13/8/1970,M,NEW DELHI,54798.11,23/10/16,222908,591.80
T543,C1024655,11/11/1989,M,BANGALORE,6632.44,28/9/16,50822,100.38
T544,C1015421,4/3/1997,M,MUMBAI,12152.44,22/9/16,52655,90.90
T545,C1010922,12/1/1988,M,BANGALORE,13857.88,23/8/16,95219,1531.12
T546,C1041292,9/3/1951,M,LUCKNOW,8745.53,14/9/16,235925,141.16
T547,C1006676,23/7/1996,M,LUCKNOW,100008.59,25/8/16,185843,149.29
T548,C1001837,21/11/1981,F,NEW DELHI,23499.58,11/8/16,110305,88.32
T549,C1007371,18/3/1954,M,NOIDA,74209.52,20/9/16,75439,154.87
T550,C1006643,13/11/1972,F, BANGALORE ,116205.15,22/9/16,123824,462.27
T551,C1018543,1/1/1800,F,GURGAON,25212.44,1/10/16,81407,844.80
T552,C1002174,14/3/1955,F,HYDERABAD,3783.99,15/9/16,182515,625.47
T553,C1016741,1/1/1800,M,INDORE,11498.23,22/8/16,154801,882.98
T554,C1044373,19/8/1975,M,NEW DELHI,4122.35,13/9/16,60134,282.43
T555,C1005618,1/1/1800,F, CHENNAI ,5896.01,16/9/16,81228,749.58
T556,C1017004,24/5/1998,F,NEW DELHI,4806.07,28/8/16,728,1271.75
T557,C1029730,19/3/1966,M,PUNE,39358.19,16/9/16,71241,643.32
T558,C1033457,25/4/1977,M,NOIDA,23515.62,20/10/16,21611,294.28
T559,C1025300,20/1/1964,M,BANGALORE,27817.33,5/8/16,114200,738.62
T560,C1031344,3/3/1957,M,NEW DELHI,8375.04,22/10/16,214447,648.85
T561,C1025846,26/12/1959,M,MUMBAI,15192.87,31/8/16,184023,208.28
T562,C1006143,14/2/1954,M,CHENNAI,16184.35,29/9/16,215136,218.69
T563,C1018641,23/2/1952,M,BANGALORE,11067.74,3/8/16,194809,1758.19
T564,C1011702,24/9/1954,F,NEW DELHI,54140.07,25/10/16,135522,333.34
T565,C1011815,15/3/1991,F,BANGALORE,8154.11,4/10/16,194306,146.81
T566,C1024183,5/9/1967,M,HYDERABAD,2660.83,22/10/16,221002,2413.16
T567,C1038563,13/1/1968,M,NEW DELHI,73167.57,28/9/16,82007,394.98
T568,C1016156,19/2/1973,M,MUMBAI,236613.45,6/10/16,43134,615.87
T569,C1029237,4/5/1991,M,NEW DELHI,6122.66,14/9/16,121127,45.32
T570,C1013709,13/3/1954,F,AHMEDABAD,31244.91,2/10/16,111532,629.45
T571,C1003213,22/2/1951,M,NEW DELHI,38414.32,16/10/16,3406,534.11
T572,C1034486,2/11/1983,M,PATNA,15337.39,21/10/16,42506,145.53
T573,C1006373,14/6/1994,F,MUMBAI,285.12,27/9/16,235113,350.09
T574,C1009106,12/4/1989,F,JAIPUR,10822.98,23/9/16,181821,156.12
T575,C1023012,1/1/1800,M,NOIDA,1134.30,21/10/16,111608,291.01
T576,C1046988,1/9/1975,M,NEW DELHI,30480.03,2/9/16,12733,337.75
T577,C1004658,10/11/1957,F,HYDERABAD,17308.97,7/9/16,141255,75.71
T578,C1044864,8/5/1991,M,MUMBAI,21662.54,17/10/16,203131,328.09
T579,C1031097,3/7/1970,F,NEW DELHI,6116.85,29/9/16,64851,391.43
T580,C1041589,25/5/1957,M,CHENNAI,28248.17,9/10/16,33501,109.82
T581,C1026765,17/12/1951,M,MUMBAI,13105.92,5/8/16,214443,719.16
T582,C1048121,17/12/1984,M,NEW DELHI,3855.77,14/8/16,141147,214.20
T583,C1048494,11/6/1993,M,GURGAON,38333.47,30/10/16,215715,654.24
T584,C1011312,6/7/1989,M,NEW DELHI,1974.69,6/8/16,145031,48.04
T585,C1038435,20/1/1986,M,jaipur,7570.41,9/8/16,121932,96.84
T586,C1019810,1/1/1800,M,BANGALORE,42835.83,24/8/16,22807,172.46
T587,C1032889,23/12/1977,M,GURGAON,25707.88,30/10/16,30809,656.45
T588,C1023272,10/1/1989,M,HYDERABAD,44014.58,27/10/16,52840,1591.91
T589,C1038240,20/5/1978,M,HYDERABAD,12009.85,10/9/16,103211,2168.02
T590,C1018373,27/11/1972,M, BANGALORE ,6167.97,11/10/16,144748,540.10
T591,C1018888,6/4/1981,F,BANGALORE,6561.98,8/10/16,220143,259.65
T592,C1009336,21/8/1981,F,HYDERABAD,11038.77,28/10/16,182224,444.63
T593,C1011409,3/1/1977,F,BANGALORE,4152.45,9/9/16,115824,71.97
T594,C1026197,6/4/1971,M,PATNA,48603.32,5/10/16,103006,179.08
T595,C1023254,15/12/1951,M,MUMBAI,39460.99,3/9/16,70604,1180.77
T596,C1006613,21/6/1968,M,HYDERABAD,61370.15,6/10/16,151351,141.63
T597,C1002580,16/7/1980,F,MUMBAI,7254.10,16/9/16,23617,266.62
T598,C1023125,26/7/1982,M,HYDERABAD,17974.54,24/9/16,62537,132.99
T599,C1000514,27/9/1993,M,NOIDA,8384.53,11/10/16,40839,270.73
T600,C1010835,1/1/1800,M,LUCKNOW,10287.14,22/10/16,160251,71.39
T601,C1042171,13/4/1965,M,NEW DELHI,12954.60,30/10/16,135359,541.96
T602,C1015599,2/12/1980,M,pune,2604.08,28/9/16,5225,100.39
T603,C1046358,27/7/1983,F,THANE,1597.99,30/8/16,91918,1302.78
T604,C1005868,19/6/1989,F,NEW DELHI,12717.79,28/10/16,195719,99.08
T605,C1008992,26/6/1996,M,KOLKATA,48187.47,29/10/16,62845,78.49
T606,C1024183,5/9/1967,M,HYDERABAD,1972.09,29/9/16,61442,28.05
T607,C1030309,6/4/1977,M,BANGALORE,4835.78,17/9/16,162921,101.09
T608,C1026010,1/1/1800,M,HYDERABAD,43098.17,8/9/16,204256,501.44
T609,C1000607,26/11/1973,M,NEW DELHI,22952.04,6/8/16,102525,54.85
T610,C1029515,9/11/1953,F,NEW DELHI,151641.70,23/9/16,12503,173.20
T611,C1031785,22/10/1986,M,LUCKNOW,14268.81,12/10/16,20008,720.80
T612,C1033703,19/4/1976,M,KOLKATA,20628.79,18/8/16,103225,229.26
T613,C1035821,1/1/1800,F,MUMBAI,90476.70,29/9/16,2455,684.23
T614,C1008443,4/1/1980,M,BANGALORE,7688.26,5/8/16,91736,432.08
T615,C1011697,27/8/1962,M,HYDERABAD,17948.08,20/8/16,122010,485.95
T616,C1012233,17/11/1995,M,AHMEDABAD,30789.86,22/8/16,141345,713.30
T617,C1035491,6/12/1987,M,PUNE,249989.11,29/10/16,85713,553.39
T618,C1012102,21/12/1970,M,GURGAON,28285.46,9/8/16,82209,771.62
T619,C1002510,19/10/1970,F,CHENNAI,26857.07,30/9/16,42803,521.04
T620,C1036253,10/10/1968,M,thane,14625.23,15/8/16,73420,586.50
T621,C1032889,23/12/1977,M,GURGAON,27178.49,30/10/16,1230,287.12
T622,C1017835,16/10/1995,M,CHENNAI,14984.73,28/9/16,41401,771.83
T623,C1047134,4/6/1957,M,MUMBAI,13834.21,27/8/16,80452,45.01
T624,C1013236,15/8/1979,M,MUMBAI,23388.81,17/10/16,44440,629.57
T625,C1013685,1/1/1800,M,MUMBAI,28466.97,28/9/16,23903,3435.04
T626,C1035474,28/5/1996,M,GURGAON,40583.98,4/8/16,52259,555.20
T627,C1042754,4/5/1997,M,AHMEDABAD,40150.73,8/10/16,91307,407.37
T628,C1022363,1/1/1800,M, MUMBAI ,10674.57,12/9/16,75927,353.81
T629,C1042799,5/1/1968,M,PUNE,9015.80,4/9/16,185326,147.08
T630,C1015637,6/2/1975,M,BANGALORE,3581.82,9/10/16,202340,1150.43
T631,C1004435,24/12/1989,F,MUMBAI,20569.82,14/10/16,203119,331.38
T632,C1035090,23/10/1997,M,pune,8438.40,13/8/16,221107,209.09
T633,C1014830,19/9/1973,F,HYDERABAD,12633.32,9/8/16,92530,906.29
T634,C1038613,1/1/1800,M,MUMBAI,1983.21,20/10/16,3435,259.97
T635,C1042244,22/1/1983,M,NEW DELHI,14287.30,11/8/16,65329,1824.59
T636,C1015896,12/12/1987,M,MUMBAI,7832.42,30/8/16,104057,107.91
T637,C1022623,1/1/1800,M,THANE,4526.48,16/9/16,5114,337.89
T638,C1004322,26/2/1951,F,NEW DELHI,23417.47,15/8/16,92723,266.77
T639,C1048488,16/2/1978,F,PUNE,19700.65,24/9/16,190559,3639.78
T640,C1039312,3/7/1970,F,CHENNAI,7613.54,24/8/16,195312,1415.54
T641,C1048668,1/1/1800,M,mumbai,18547.88,24/10/16,83554,86.52
T642,C1047336,19/3/1953,M,CHENNAI,12335.62,17/9/16,1341,1399.79
T643,C1032176,4/3/1960,M,MUMBAI,47541.47,26/9/16,184317,86.79
T644,C1048513,26/2/1998,M,BANGALORE,16988.91,10/8/16,160356,434.82
T645,C1027438,1/1/1800,M,SURAT,17488.57,19/8/16,205821,1026.25
T646,C1044907,22/7/1964,M,CHENNAI,12476.08,1/10/16,30355,104.96
T647,C1048128,10/5/1991,M,KOLKATA,5270.79,4/8/16,220501,300.65
T648,C1030418,21/3/1970,F,CHENNAI,29282.69,1/10/16,33323,2326.00
T649,C1047857,3/7/1986,M,HYDERABAD,6317.63,30/9/16,224246,340.17
T650,C1010809,22/9/1951,M,BANGALORE,7268.40,10/8/16,205825,167.33
T651,C1011152,14/2/1956,M,PUNE,5126.01,12/9/16,125633,585.31
T652,C1015053,8/1/1964,M,HYDERABAD,36152.91,30/9/16,192357,101.21
T653,C1025171,2/11/1993,F,BANGALORE,13450.18,26/9/16,150958,110.94
T654,C1046245,13/11/1952,M,GURGAON,83884.17,29/8/16,52718,9.19
T655,C1040938,16/2/1986,M,new delhi,25353.86,23/8/16,74554,581.21
T656,C1020653,5/3/1995,M,CHENNAI,6854.45,18/8/16,171149,241.64
T657,C1018212,13/9/1975,F,KOLKATA,16037.50,29/10/16,165820,1442.00
T658,C1021303,28/9/1982,M,GURGAON,3004.39,5/9/16,231803,568.66
T659,C1000952,26/3/1991,M,MUMBAI,13197.28,12/10/16,150449,274.82
T660,C1025928,5/3/1972,M, MUMBAI ,10472.84,5/9/16,72033,2325.05
T661,C1037492,27/5/1991,F,NEW DELHI,13486.39,3/8/16,182755,241.68
T662,C1027743,24/6/1963,F,PUNE,3325.03,23/10/16,115119,916.47
